Id,EDAD JEFE FAMILIA,MODALIDAD,DEPARTAMENTO GRUPO FAMILIAR,Type,DEPARTAMENTO
2528,35.0,AVN,SAN MARTIN,familia,
2529,44.0,AVN,PUNO,familia,
2530,29.0,AVN,SAN MARTIN,familia,
2531,38.0,AVN,APURIMAC,familia,
2532,33.0,AVN,LIMA,familia,
2533,44.0,AVN,LIMA,familia,
2534,76.0,AVN,SAN MARTIN,familia,
2535,33.0,AVN,LA LIBERTAD,familia,
2536,32.0,AVN,CAJAMARCA,familia,
2537,27.0,AVN,PIURA,familia,
2538,40.0,AVN,AREQUIPA,familia,
2539,63.0,AVN,LAMBAYEQUE,familia,
2540,47.0,AVN,PUNO,familia,
2541,26.0,AVN,AMAZONAS,familia,
2542,42.0,AVN,LIMA,familia,
2543,50.0,AVN,SAN MARTIN,familia,
2544,57.0,AVN,PIURA,familia,
2545,56.0,AVN,SAN MARTIN,familia,
2546,27.0,AVN,LA LIBERTAD,familia,
2547,69.0,AVN,LIMA,familia,
2548,24.0,AVN,SAN MARTIN,familia,
2549,41.0,AVN,LIMA,familia,
2550,35.0,AVN,SAN MARTIN,familia,
2551,29.0,AVN,SAN MARTIN,familia,
2552,38.0,AVN,PIURA,familia,
2553,38.0,AVN,SAN MARTIN,familia,
2554,26.0,AVN,LA LIBERTAD,familia,
2555,72.0,AVN,CAJAMARCA,familia,
2556,65.0,AVN,LA LIBERTAD,familia,
2557,24.0,AVN,LIMA,familia,
2558,43.0,AVN,LA LIBERTAD,familia,
2559,45.0,AVN,SAN MARTIN,familia,
2560,29.0,AVN,LA LIBERTAD,familia,
2561,68.0,AVN,SAN MARTIN,familia,
2562,61.0,AVN,SAN MARTIN,familia,
2563,23.0,AVN,LAMBAYEQUE,familia,
2564,54.0,AVN,SAN MARTIN,familia,
2565,36.0,AVN,CAJAMARCA,familia,
2566,47.0,AVN,LIMA,familia,
2567,37.0,AVN,ICA,familia,
2568,43.0,AVN,ICA,familia,
2569,47.0,AVN,SAN MARTIN,familia,
2570,33.0,AVN,SAN MARTIN,familia,
2571,35.0,AVN,LIMA,familia,
2572,31.0,AVN,LORETO,familia,
2573,21.0,AVN,LA LIBERTAD,familia,
2574,32.0,AVN,LA LIBERTAD,familia,
2575,40.0,AVN,SAN MARTIN,familia,
2576,27.0,AVN,SAN MARTIN,familia,
2577,63.0,AVN,LA LIBERTAD,familia,
2578,64.0,AVN,SAN MARTIN,familia,
2579,41.0,AVN,PIURA,familia,
2580,30.0,AVN,SAN MARTIN,familia,
2581,36.0,AVN,PUNO,familia,
2582,31.0,AVN,SAN MARTIN,familia,
2583,35.0,AVN,AREQUIPA,familia,
2584,27.0,AVN,LIMA,familia,
2585,42.0,AVN,SAN MARTIN,familia,
2586,45.0,AVN,SAN MARTIN,familia,
2587,23.0,AVN,LA LIBERTAD,familia,
2588,29.0,AVN,TACNA,familia,
2589,40.0,AVN,LIMA,familia,
2590,30.0,AVN,LA LIBERTAD,familia,
2591,43.0,AVN,LA LIBERTAD,familia,
2592,58.0,AVN,LIMA,familia,
2593,61.0,AVN,MOQUEGUA,familia,
2594,44.0,AVN,PUNO,familia,
2595,49.0,AVN,LIMA,familia,
2596,43.0,AVN,MOQUEGUA,familia,
2597,34.0,AVN,LAMBAYEQUE,familia,
2598,37.0,AVN,LIMA,familia,
2599,33.0,AVN,CAJAMARCA,familia,
2600,71.0,AVN,CAJAMARCA,familia,
2601,36.0,AVN,SAN MARTIN,familia,
2602,45.0,AVN,SAN MARTIN,familia,
2603,29.0,AVN,PIURA,familia,
2604,24.0,AVN,CAJAMARCA,familia,
2605,34.0,AVN,SAN MARTIN,familia,
2606,29.0,AVN,SAN MARTIN,familia,
2607,39.0,AVN,LA LIBERTAD,familia,
2608,40.0,AVN,SAN MARTIN,familia,
2609,29.0,AVN,LA LIBERTAD,familia,
2610,33.0,AVN,MOQUEGUA,familia,
2611,30.0,AVN,PIURA,familia,
2612,72.0,AVN,LIMA,familia,
2613,32.0,AVN,LA LIBERTAD,familia,
2614,47.0,AVN,LIMA,familia,
2615,31.0,AVN,SAN MARTIN,familia,
2616,44.0,AVN,CAJAMARCA,familia,
2617,39.0,AVN,LA LIBERTAD,familia,
2618,23.0,AVN,PIURA,familia,
2619,54.0,AVN,LIMA,familia,
2620,55.0,AVN,LIMA,familia,
2621,38.0,AVN,AMAZONAS,familia,
2622,28.0,AVN,SAN MARTIN,familia,
2623,37.0,AVN,CAJAMARCA,familia,
2624,29.0,AVN,SAN MARTIN,familia,
2625,23.0,AVN,LA LIBERTAD,familia,
2626,43.0,AVN,LA LIBERTAD,familia,
2627,27.0,AVN,LA LIBERTAD,familia,
2628,43.0,AVN,LA LIBERTAD,familia,
2629,29.0,AVN,LIMA,familia,
2630,35.0,AVN,CUSCO,familia,
2631,44.0,AVN,PUNO,familia,
2632,34.0,AVN,MOQUEGUA,familia,
2633,55.0,AVN,CUSCO,familia,
2634,44.0,AVN,MOQUEGUA,familia,
2635,51.0,AVN,LA LIBERTAD,familia,
2636,50.0,AVN,PIURA,familia,
2637,47.0,AVN,MOQUEGUA,familia,
2638,33.0,AVN,LIMA,familia,
2639,50.0,AVN,MADRE DE DIOS,familia,
2640,22.0,AVN,LIMA,familia,
2641,32.0,AVN,AYACUCHO,familia,
2642,23.0,AVN,MOQUEGUA,familia,
2643,32.0,AVN,LIMA,familia,
2644,31.0,AVN,LIMA,familia,
2645,40.0,AVN,PUNO,familia,
2646,45.0,AVN,LA LIBERTAD,familia,
2647,29.0,AVN,PIURA,familia,
2648,31.0,AVN,LAMBAYEQUE,familia,
2649,27.0,AVN,ICA,familia,
2650,39.0,AVN,LAMBAYEQUE,familia,
2651,36.0,AVN,LIMA,familia,
2652,38.0,AVN,PIURA,familia,
2653,31.0,AVN,PIURA,familia,
2654,42.0,AVN,PIURA,familia,
2655,39.0,AVN,ANCASH,familia,
2656,43.0,AVN,PUNO,familia,
2657,30.0,AVN,LA LIBERTAD,familia,
2658,36.0,AVN,LA LIBERTAD,familia,
2659,41.0,AVN,LA LIBERTAD,familia,
2660,51.0,AVN,PUNO,familia,
2661,37.0,AVN,SAN MARTIN,familia,
2662,44.0,AVN,PIURA,familia,
2663,47.0,AVN,PUNO,familia,
2664,39.0,AVN,LA LIBERTAD,familia,
2665,50.0,AVN,PIURA,familia,
2666,42.0,AVN,PIURA,familia,
2667,57.0,AVN,LIMA,familia,
2668,33.0,AVN,LAMBAYEQUE,familia,
2669,70.0,AVN,LA LIBERTAD,familia,
2670,48.0,AVN,MOQUEGUA,familia,
2671,46.0,AVN,ANCASH,familia,
2672,62.0,AVN,ANCASH,familia,
2673,61.0,AVN,ANCASH,familia,
2674,44.0,AVN,ANCASH,familia,
2675,34.0,AVN,ANCASH,familia,
2676,29.0,AVN,ANCASH,familia,
2677,28.0,AVN,AMAZONAS,familia,
2678,25.0,AVN,PIURA,familia,
2679,31.0,AVN,PIURA,familia,
2680,24.0,AVN,SAN MARTIN,familia,
2681,27.0,AVN,PIURA,familia,
2682,33.0,AVN,PIURA,familia,
2683,37.0,AVN,AMAZONAS,familia,
2684,28.0,AVN,LAMBAYEQUE,familia,
2685,31.0,AVN,SAN MARTIN,familia,
2686,47.0,AVN,LA LIBERTAD,familia,
2687,33.0,AVN,ANCASH,familia,
2688,39.0,AVN,ANCASH,familia,
2689,36.0,AVN,ANCASH,familia,
2690,37.0,AVN,ANCASH,familia,
2691,44.0,AVN,ANCASH,familia,
2692,20.0,AVN,ANCASH,familia,
2693,48.0,AVN,PIURA,familia,
2694,36.0,AVN,PIURA,familia,
2695,21.0,AVN,PIURA,familia,
2696,36.0,AVN,LIMA,familia,
2697,28.0,AVN,PIURA,familia,
2698,31.0,AVN,PIURA,familia,
2699,22.0,AVN,LIMA,familia,
2700,82.0,AVN,SAN MARTIN,familia,
2701,41.0,AVN,PIURA,familia,
2702,28.0,AVN,LIMA,familia,
2703,46.0,AVN,CAJAMARCA,familia,
2704,32.0,AVN,PIURA,familia,
2705,32.0,AVN,MOQUEGUA,familia,
2706,62.0,AVN,SAN MARTIN,familia,
2707,30.0,AVN,LA LIBERTAD,familia,
2708,40.0,AVN,PUNO,familia,
2709,35.0,AVN,LA LIBERTAD,familia,
2710,26.0,AVN,LIMA,familia,
2711,43.0,AVN,SAN MARTIN,familia,
2712,41.0,AVN,AMAZONAS,familia,
2713,33.0,AVN,LAMBAYEQUE,familia,
2714,39.0,AVN,LA LIBERTAD,familia,
2715,52.0,AVN,AMAZONAS,familia,
2716,51.0,AVN,LA LIBERTAD,familia,
2717,26.0,AVN,LA LIBERTAD,familia,
2718,33.0,AVN,LA LIBERTAD,familia,
2719,46.0,AVN,LA LIBERTAD,familia,
2720,42.0,AVN,CALLAO,familia,
2721,26.0,AVN,PIURA,familia,
2722,29.0,AVN,LAMBAYEQUE,familia,
2723,43.0,AVN,AMAZONAS,familia,
2724,25.0,AVN,MOQUEGUA,familia,
2725,70.0,AVN,SAN MARTIN,familia,
2726,25.0,AVN,LAMBAYEQUE,familia,
2727,37.0,AVN,PUNO,familia,
2728,35.0,AVN,PIURA,familia,
2729,41.0,AVN,PIURA,familia,
2730,36.0,AVN,ICA,familia,
2731,61.0,AVN,PIURA,familia,
2732,58.0,AVN,MOQUEGUA,familia,
2733,41.0,AVN,PUNO,familia,
2734,34.0,AVN,PIURA,familia,
2735,38.0,AVN,LAMBAYEQUE,familia,
2736,39.0,AVN,LA LIBERTAD,familia,
2737,33.0,AVN,CAJAMARCA,familia,
2738,45.0,AVN,PIURA,familia,
2739,72.0,AVN,PUNO,familia,
2740,27.0,AVN,LAMBAYEQUE,familia,
2741,37.0,AVN,MOQUEGUA,familia,
2742,27.0,AVN,PIURA,familia,
2743,21.0,AVN,PIURA,familia,
2744,39.0,AVN,PIURA,familia,
2745,25.0,AVN,LIMA,familia,
2746,32.0,AVN,LA LIBERTAD,familia,
2747,46.0,AVN,MOQUEGUA,familia,
2748,24.0,AVN,LA LIBERTAD,familia,
2749,35.0,AVN,LA LIBERTAD,familia,
2750,37.0,AVN,LA LIBERTAD,familia,
2751,47.0,AVN,MOQUEGUA,familia,
2752,30.0,AVN,PIURA,familia,
2753,68.0,AVN,SAN MARTIN,familia,
2754,29.0,AVN,LAMBAYEQUE,familia,
2755,23.0,AVN,LA LIBERTAD,familia,
2756,51.0,AVN,LAMBAYEQUE,familia,
2757,24.0,AVN,CAJAMARCA,familia,
2758,45.0,AVN,LAMBAYEQUE,familia,
2759,22.0,AVN,LIMA,familia,
2760,50.0,AVN,LAMBAYEQUE,familia,
2761,37.0,AVN,PIURA,familia,
2762,30.0,AVN,LIMA,familia,
2763,30.0,AVN,LIMA,familia,
2764,33.0,AVN,MOQUEGUA,familia,
2765,31.0,AVN,LA LIBERTAD,familia,
2766,45.0,AVN,PIURA,familia,
2767,48.0,AVN,SAN MARTIN,familia,
2768,56.0,AVN,SAN MARTIN,familia,
2769,28.0,AVN,SAN MARTIN,familia,
2770,56.0,AVN,SAN MARTIN,familia,
2771,24.0,AVN,SAN MARTIN,familia,
2772,36.0,AVN,MOQUEGUA,familia,
2773,43.0,AVN,AYACUCHO,familia,
2774,37.0,AVN,PIURA,familia,
2775,34.0,AVN,PUNO,familia,
2776,64.0,AVN,LIMA,familia,
2777,74.0,AVN,LA LIBERTAD,familia,
2778,33.0,AVN,PIURA,familia,
2779,43.0,AVN,PIURA,familia,
2780,43.0,AVN,AMAZONAS,familia,
2781,27.0,AVN,LIMA,familia,
2782,54.0,AVN,LIMA,familia,
2783,40.0,AVN,PIURA,familia,
2784,43.0,AVN,LIMA,familia,
2785,58.0,AVN,MOQUEGUA,familia,
2786,33.0,AVN,LA LIBERTAD,familia,
2787,51.0,AVN,LA LIBERTAD,familia,
2788,22.0,AVN,SAN MARTIN,familia,
2789,44.0,AVN,PIURA,familia,
2790,54.0,AVN,PUNO,familia,
2791,48.0,AVN,CAJAMARCA,familia,
2792,57.0,AVN,LA LIBERTAD,familia,
2793,28.0,AVN,PIURA,familia,
2794,37.0,AVN,LA LIBERTAD,familia,
2795,27.0,AVN,LA LIBERTAD,familia,
2796,45.0,AVN,LA LIBERTAD,familia,
2797,36.0,AVN,MOQUEGUA,familia,
2798,30.0,AVN,SAN MARTIN,familia,
2799,37.0,AVN,SAN MARTIN,familia,
2800,22.0,AVN,SAN MARTIN,familia,
2801,58.0,AVN,ICA,familia,
2802,37.0,AVN,SAN MARTIN,familia,
2803,28.0,AVN,LA LIBERTAD,familia,
2804,36.0,AVN,LA LIBERTAD,familia,
2805,69.0,AVN,LIMA,familia,
2806,32.0,AVN,PUNO,familia,
2807,48.0,AVN,PIURA,familia,
2808,23.0,AVN,CAJAMARCA,familia,
2809,65.0,AVN,HUANUCO,familia,
2810,36.0,AVN,LA LIBERTAD,familia,
2811,24.0,AVN,CUSCO,familia,
2812,60.0,AVN,HUANUCO,familia,
2813,42.0,AVN,LA LIBERTAD,familia,
2814,55.0,AVN,LAMBAYEQUE,familia,
2815,60.0,AVN,CALLAO,familia,
2816,48.0,AVN,MOQUEGUA,familia,
2817,27.0,AVN,LAMBAYEQUE,familia,
2818,50.0,AVN,LAMBAYEQUE,familia,
2819,28.0,AVN,LAMBAYEQUE,familia,
2820,36.0,AVN,LAMBAYEQUE,familia,
2821,39.0,AVN,TACNA,familia,
2822,25.0,AVN,PIURA,familia,
2823,59.0,AVN,LAMBAYEQUE,familia,
2824,26.0,AVN,LAMBAYEQUE,familia,
2825,38.0,AVN,LAMBAYEQUE,familia,
2826,35.0,AVN,LA LIBERTAD,familia,
2827,42.0,AVN,LIMA,familia,
2828,31.0,AVN,CAJAMARCA,familia,
2829,48.0,AVN,PUNO,familia,
2830,32.0,AVN,LAMBAYEQUE,familia,
2831,40.0,AVN,PUNO,familia,
2832,55.0,AVN,PUNO,familia,
2833,24.0,AVN,LAMBAYEQUE,familia,
2834,31.0,AVN,LAMBAYEQUE,familia,
2835,29.0,AVN,PUNO,familia,
2836,25.0,AVN,LA LIBERTAD,familia,
2837,50.0,AVN,PUNO,familia,
2838,29.0,AVN,LIMA,familia,
2839,35.0,AVN,SAN MARTIN,familia,
2840,26.0,AVN,LAMBAYEQUE,familia,
2841,92.0,AVN,LAMBAYEQUE,familia,
2842,25.0,AVN,CAJAMARCA,familia,
2843,46.0,AVN,CAJAMARCA,familia,
2844,26.0,AVN,TUMBES,familia,
2845,23.0,AVN,TACNA,familia,
2846,55.0,AVN,PIURA,familia,
2847,33.0,AVN,MOQUEGUA,familia,
2848,35.0,AVN,LAMBAYEQUE,familia,
2849,39.0,AVN,CAJAMARCA,familia,
2850,40.0,AVN,LAMBAYEQUE,familia,
2851,30.0,AVN,SAN MARTIN,familia,
2852,33.0,AVN,LAMBAYEQUE,familia,
2853,32.0,AVN,LA LIBERTAD,familia,
2854,41.0,AVN,LIMA,familia,
2855,44.0,AVN,PIURA,familia,
2856,41.0,AVN,CALLAO,familia,
2857,35.0,AVN,CALLAO,familia,
2858,47.0,AVN,LAMBAYEQUE,familia,
2859,31.0,AVN,LIMA,familia,
2860,61.0,AVN,MOQUEGUA,familia,
2861,59.0,AVN,ICA,familia,
2862,51.0,AVN,LAMBAYEQUE,familia,
2863,58.0,AVN,CALLAO,familia,
2864,40.0,AVN,LA LIBERTAD,familia,
2865,33.0,AVN,LAMBAYEQUE,familia,
2866,43.0,AVN,CALLAO,familia,
2867,72.0,AVN,CALLAO,familia,
2868,30.0,AVN,CALLAO,familia,
2869,55.0,AVN,APURIMAC,familia,
2870,29.0,AVN,CALLAO,familia,
2871,44.0,AVN,SAN MARTIN,familia,
2872,37.0,AVN,CALLAO,familia,
2873,50.0,AVN,CALLAO,familia,
2874,30.0,AVN,LAMBAYEQUE,familia,
2875,57.0,AVN,LAMBAYEQUE,familia,
2876,75.0,AVN,LA LIBERTAD,familia,
2877,54.0,AVN,LAMBAYEQUE,familia,
2878,27.0,AVN,SAN MARTIN,familia,
2879,28.0,AVN,MOQUEGUA,familia,
2880,31.0,AVN,MOQUEGUA,familia,
2881,45.0,AVN,PUNO,familia,
2882,24.0,AVN,SAN MARTIN,familia,
2883,25.0,AVN,AMAZONAS,familia,
2884,46.0,AVN,CAJAMARCA,familia,
2885,38.0,AVN,CAJAMARCA,familia,
2886,45.0,AVN,ICA,familia,
2887,45.0,AVN,ICA,familia,
2888,38.0,AVN,ICA,familia,
2889,42.0,AVN,HUANCAVELICA,familia,
2890,43.0,AVN,AYACUCHO,familia,
2891,47.0,AVN,LIMA,familia,
2892,40.0,AVN,ICA,familia,
2893,52.0,AVN,AYACUCHO,familia,
2894,32.0,AVN,ICA,familia,
2895,35.0,AVN,LIMA,familia,
2896,33.0,AVN,LIMA,familia,
2897,31.0,AVN,LAMBAYEQUE,familia,
2898,68.0,AVN,ICA,familia,
2899,38.0,AVN,AYACUCHO,familia,
2900,41.0,AVN,AYACUCHO,familia,
2901,30.0,AVN,ICA,familia,
2902,45.0,AVN,AYACUCHO,familia,
2903,50.0,AVN,ICA,familia,
2904,27.0,AVN,SAN MARTIN,familia,
2905,44.0,AVN,LAMBAYEQUE,familia,
2906,50.0,AVN,LIMA,familia,
2907,33.0,AVN,PIURA,familia,
2908,54.0,AVN,LAMBAYEQUE,familia,
2909,31.0,AVN,LIMA,familia,
2910,33.0,AVN,PIURA,familia,
2911,23.0,AVN,PIURA,familia,
2912,24.0,AVN,SAN MARTIN,familia,
2913,26.0,AVN,SAN MARTIN,familia,
2914,28.0,AVN,ICA,familia,
2915,30.0,AVN,PIURA,familia,
2916,39.0,AVN,LIMA,familia,
2917,32.0,AVN,LIMA,familia,
2918,34.0,AVN,LA LIBERTAD,familia,
2919,38.0,AVN,LA LIBERTAD,familia,
2920,46.0,AVN,ICA,familia,
2921,43.0,AVN,PIURA,familia,
2922,45.0,AVN,ICA,familia,
2923,30.0,AVN,PIURA,familia,
2924,28.0,AVN,LA LIBERTAD,familia,
2925,21.0,AVN,LIMA,familia,
2926,28.0,AVN,LIMA,familia,
2927,29.0,AVN,PIURA,familia,
2928,41.0,AVN,SAN MARTIN,familia,
2929,33.0,AVN,AMAZONAS,familia,
2930,41.0,AVN,LA LIBERTAD,familia,
2931,35.0,AVN,CALLAO,familia,
2932,49.0,AVN,SAN MARTIN,familia,
2933,30.0,AVN,LIMA,familia,
2934,40.0,AVN,PIURA,familia,
2935,22.0,AVN,MOQUEGUA,familia,
2936,30.0,AVN,LIMA,familia,
2937,24.0,AVN,LA LIBERTAD,familia,
2938,28.0,AVN,LAMBAYEQUE,familia,
2939,38.0,AVN,JUNIN,familia,
2940,29.0,AVN,PIURA,familia,
2941,36.0,AVN,LIMA,familia,
2942,47.0,AVN,SAN MARTIN,familia,
2943,47.0,AVN,LIMA,familia,
2944,25.0,AVN,LA LIBERTAD,familia,
2945,34.0,AVN,LIMA,familia,
2946,31.0,AVN,AMAZONAS,familia,
2947,37.0,AVN,CAJAMARCA,familia,
2948,28.0,AVN,PIURA,familia,
2949,39.0,AVN,ANCASH,familia,
2950,30.0,AVN,ICA,familia,
2951,46.0,AVN,LA LIBERTAD,familia,
2952,46.0,AVN,SAN MARTIN,familia,
2953,31.0,AVN,AMAZONAS,familia,
2954,30.0,AVN,ANCASH,familia,
2955,38.0,AVN,LA LIBERTAD,familia,
2956,20.0,AVN,LAMBAYEQUE,familia,
2957,35.0,AVN,LA LIBERTAD,familia,
2958,31.0,AVN,LA LIBERTAD,familia,
2959,45.0,AVN,JUNIN,familia,
2960,34.0,AVN,LA LIBERTAD,familia,
2961,34.0,AVN,CAJAMARCA,familia,
2962,49.0,AVN,LIMA,familia,
2963,38.0,AVN,LIMA,familia,
2964,44.0,AVN,PUNO,familia,
2965,43.0,AVN,LAMBAYEQUE,familia,
2966,68.0,AVN,LAMBAYEQUE,familia,
2967,29.0,AVN,CAJAMARCA,familia,
2968,35.0,AVN,PIURA,familia,
2969,31.0,AVN,PIURA,familia,
2970,25.0,AVN,LAMBAYEQUE,familia,
2971,38.0,AVN,ICA,familia,
2972,20.0,AVN,CUSCO,familia,
2973,31.0,AVN,AMAZONAS,familia,
2974,47.0,AVN,PUNO,familia,
2975,26.0,AVN,LAMBAYEQUE,familia,
2976,31.0,AVN,LIMA,familia,
2977,49.0,AVN,LAMBAYEQUE,familia,
2978,37.0,AVN,CAJAMARCA,familia,
2979,24.0,AVN,LA LIBERTAD,familia,
2980,38.0,AVN,LAMBAYEQUE,familia,
2981,37.0,AVN,ICA,familia,
2982,70.0,AVN,ICA,familia,
2983,26.0,AVN,LIMA,familia,
2984,39.0,AVN,ICA,familia,
2985,34.0,AVN,ICA,familia,
2986,48.0,AVN,AYACUCHO,familia,
2987,27.0,AVN,AYACUCHO,familia,
2988,30.0,AVN,AYACUCHO,familia,
2989,24.0,AVN,LAMBAYEQUE,familia,
2990,32.0,AVN,CAJAMARCA,familia,
2991,36.0,AVN,LIMA,familia,
2992,40.0,AVN,ICA,familia,
2993,50.0,AVN,ICA,familia,
2994,57.0,AVN,AYACUCHO,familia,
2995,55.0,AVN,CAJAMARCA,familia,
2996,28.0,AVN,LA LIBERTAD,familia,
2997,39.0,AVN,AYACUCHO,familia,
2998,57.0,AVN,AYACUCHO,familia,
2999,42.0,AVN,ICA,familia,
3000,30.0,AVN,LIMA,familia,
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,ICA
INMOBILIARIA Y EJECUTORES ORION S.A.C.,,AVN,,entidad,LIMA
VALESE CONTRATISTAS GENERALES E.I.R.L.,,AVN,,entidad,CAJAMARCA
VALESE CONTRATISTAS GENERALES E.I.R.L.,,AVN,,entidad,LA LIBERTAD
INMOBILIARIA Y EJECUTORES ORION S.A.C.,,AVN,,entidad,PUNO
MEGA INDUSTRIES S.A.C.,,AVN,,entidad,APURIMAC
INMOBILIARIA IZARRA BARROS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,AVN,,entidad,AYACUCHO
CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,,AVN,,entidad,TACNA
MAN GROUP INTERNACIONAL S.A.C.,,AVN,,entidad,LA LIBERTAD
DESARROLLO INMOBILIARIO MARVERDE S.A.C,,AVN,,entidad,PIURA
CHOCANO HERRERA CESAR JESUS,,CSP,,entidad,AREQUIPA
SHOGUN KENSETSU O.M. S.A.C.,,CSP,,entidad,PASCO
CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,,CSP,,entidad,LAMBAYEQUE
RESILENTE S.A.C.,,CSP,,entidad,LA LIBERTAD
E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,,CSP,,entidad,PIURA
E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,,CSP,,entidad,SAN MARTIN
O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,,CSP,,entidad,AYACUCHO
CONSTRUCCIONES Y SERVICIOS INTI RIO E.I.R.L. - CONSTR RIO E.I.R.L.,,CSP,,entidad,PIURA
E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,,CSP,,entidad,LORETO
GRUPO  INMOBILIARIO  KINSA  S.A.C.,,AVN,,entidad,PIURA
CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,,AVN,,entidad,PIURA
CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,,AVN,,entidad,PUNO
CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,,AVN,,entidad,MOQUEGUA
CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,,AVN,,entidad,AREQUIPA
CONSTRUCTORA VALLE REQUE S.A.C.,,AVN,,entidad,LA LIBERTAD
CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,,AVN,,entidad,CUSCO
GRUPO  INMOBILIARIO  KINSA  S.A.C.,,AVN,,entidad,LA LIBERTAD
BECTEK CONTRATISTAS S.A.C.,,AVN,,entidad,LIMA
BECTEK CONTRATISTAS S.A.C.,,AVN,,entidad,CAJAMARCA
INVERSIONES ANGEL DE LUZ S.A.C.,,AVN,,entidad,ICA
INVERSIONES ANGEL DE LUZ S.A.C.,,AVN,,entidad,LIMA
BECTEK CONTRATISTAS S.A.C.,,AVN,,entidad,PIURA
INMOBILIARIA Y EJECUTORES ORION S.A.C.,,AVN,,entidad,AYACUCHO
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,SAN MARTIN
BECTEK CONTRATISTAS S.A.C.,,AVN,,entidad,LAMBAYEQUE
GRUPO  INMOBILIARIO  KINSA  S.A.C.,,AVN,,entidad,LIMA
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,LIMA
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,LAMBAYEQUE
LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,,AVN,,entidad,TUMBES
LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,,AVN,,entidad,LIMA
LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,,AVN,,entidad,LAMBAYEQUE
INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,,AVN,,entidad,LAMBAYEQUE
LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,,AVN,,entidad,PIURA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,AMAZONAS
PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,,AVN,,entidad,PUNO
GRUPO  INMOBILIARIO  KINSA  S.A.C.,,AVN,,entidad,CALLAO
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,MOQUEGUA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,ANCASH
DMRF INVERSIONES Y CONTRATISTAS SAC,,CSP,,entidad,TACNA
BERCON PERU S.A.C.,,CSP,,entidad,HUANUCO
MIORU IMPORT  TRADES E.I.R.L.,,CSP,,entidad,LAMBAYEQUE
N & F CONSTRUCTORA ELOHIM S.A.C.,,CSP,,entidad,LIMA
DMRF INVERSIONES Y CONTRATISTAS SAC,,CSP,,entidad,CALLAO
CIA CONSTRUCTORA Y SERVICIOS GENERALES MADACAZA S.A.C.,,CSP,,entidad,ANCASH
CONSTRUCTORA Y CONSULTORA NAVI PERU S.A.C.,,CSP,,entidad,ICA
BERPAL CONSTRUCCIONES S.A.C.,,CSP,,entidad,UCAYALI
CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,,CSP,,entidad,CUSCO
AURELIOS CONSTRUCTORES DEL NORTE E.I.R.L.,,CSP,,entidad,PIURA
CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,,CSP,,entidad,AYACUCHO
AVA INCREMENTA SRL,,CSP,,entidad,LAMBAYEQUE
AVA INCREMENTA SRL,,CSP,,entidad,PIURA
PBL CONTRATISTAS S.A.C.,,CSP,,entidad,AYACUCHO
DMRF INVERSIONES Y CONTRATISTAS SAC,,CSP,,entidad,LIMA
RVK NEGOCIOS E INVERSIONES S.A.C.,,CSP,,entidad,JUNIN
AVA INCREMENTA SRL,,CSP,,entidad,TUMBES
CONSTRUCTORA CONSULTORA Y SERVICIOS GENERALES  MC & TR S.A.C.,,CSP,,entidad,ANCASH
GUZMAN MOYA JAIME ALFONSO,,CSP,,entidad,AYACUCHO
CAMORA CONTRATISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,CSP,,entidad,JUNIN
CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,,CSP,,entidad,LIMA
K-L-M CONTRATISTAS GENERALES S.A.C.,,AVN,,entidad,LA LIBERTAD
INFINITY CORPORATION CONSTRUCTORA E INMOBILIARIA S.A.C.,,AVN,,entidad,TACNA
