Id,EDAD JEFE FAMILIA,MODALIDAD,DEPARTAMENTO GRUPO FAMILIAR,Type,DEPARTAMENTO
1280,42.0,AVN,MOQUEGUA,familia,
1281,30.0,AVN,MOQUEGUA,familia,
1282,33.0,AVN,PUNO,familia,
1283,43.0,AVN,MOQUEGUA,familia,
1284,33.0,AVN,AREQUIPA,familia,
1285,30.0,AVN,MOQUEGUA,familia,
1286,34.0,AVN,CUSCO,familia,
1287,33.0,AVN,AREQUIPA,familia,
1288,22.0,AVN,LA LIBERTAD,familia,
1289,23.0,AVN,MOQUEGUA,familia,
1290,42.0,AVN,MOQUEGUA,familia,
1291,44.0,AVN,MOQUEGUA,familia,
1292,29.0,AVN,MOQUEGUA,familia,
1293,32.0,AVN,PUNO,familia,
1294,38.0,AVN,CUSCO,familia,
1295,78.0,AVN,CUSCO,familia,
1296,29.0,AVN,MOQUEGUA,familia,
1297,42.0,AVN,AREQUIPA,familia,
1298,41.0,AVN,LIMA,familia,
1299,45.0,AVN,MOQUEGUA,familia,
1300,38.0,AVN,PUNO,familia,
1301,31.0,AVN,CUSCO,familia,
1302,33.0,AVN,AMAZONAS,familia,
1303,30.0,AVN,MOQUEGUA,familia,
1304,33.0,AVN,MOQUEGUA,familia,
1305,44.0,AVN,PUNO,familia,
1306,37.0,AVN,MOQUEGUA,familia,
1307,36.0,AVN,MOQUEGUA,familia,
1308,37.0,AVN,MOQUEGUA,familia,
1309,30.0,AVN,MOQUEGUA,familia,
1310,32.0,AVN,CAJAMARCA,familia,
1311,30.0,AVN,CUSCO,familia,
1312,29.0,AVN,MOQUEGUA,familia,
1313,32.0,AVN,MOQUEGUA,familia,
1314,28.0,AVN,TUMBES,familia,
1315,35.0,AVN,MOQUEGUA,familia,
1316,33.0,AVN,PUNO,familia,
1317,35.0,AVN,LORETO,familia,
1318,35.0,AVN,MOQUEGUA,familia,
1319,29.0,AVN,MOQUEGUA,familia,
1320,28.0,AVN,PUNO,familia,
1321,31.0,AVN,MOQUEGUA,familia,
1322,43.0,AVN,MOQUEGUA,familia,
1323,51.0,AVN,SAN MARTIN,familia,
1324,41.0,AVN,PUNO,familia,
1325,24.0,AVN,AREQUIPA,familia,
1326,53.0,AVN,PUNO,familia,
1327,36.0,AVN,MOQUEGUA,familia,
1328,32.0,AVN,MOQUEGUA,familia,
1329,30.0,AVN,PUNO,familia,
1330,27.0,AVN,MOQUEGUA,familia,
1331,36.0,AVN,MOQUEGUA,familia,
1332,32.0,AVN,MOQUEGUA,familia,
1333,44.0,AVN,MOQUEGUA,familia,
1334,31.0,AVN,MOQUEGUA,familia,
1335,31.0,AVN,PUNO,familia,
1336,50.0,AVN,TACNA,familia,
1337,44.0,AVN,PUNO,familia,
1338,33.0,AVN,PUNO,familia,
1339,35.0,AVN,PUNO,familia,
1340,28.0,AVN,PUNO,familia,
1341,25.0,AVN,AREQUIPA,familia,
1342,52.0,AVN,JUNIN,familia,
1343,41.0,AVN,ICA,familia,
1344,40.0,AVN,MOQUEGUA,familia,
1345,28.0,AVN,LAMBAYEQUE,familia,
1346,24.0,AVN,SAN MARTIN,familia,
1347,45.0,AVN,MOQUEGUA,familia,
1348,31.0,AVN,MOQUEGUA,familia,
1349,28.0,AVN,MOQUEGUA,familia,
1350,39.0,AVN,MOQUEGUA,familia,
1351,30.0,AVN,MOQUEGUA,familia,
1352,28.0,AVN,SAN MARTIN,familia,
1353,62.0,AVN,AREQUIPA,familia,
1354,37.0,AVN,MOQUEGUA,familia,
1355,32.0,AVN,MOQUEGUA,familia,
1356,26.0,AVN,TACNA,familia,
1357,29.0,AVN,MOQUEGUA,familia,
1358,43.0,AVN,SAN MARTIN,familia,
1359,49.0,AVN,PUNO,familia,
1360,34.0,AVN,PUNO,familia,
1361,27.0,AVN,JUNIN,familia,
1362,35.0,AVN,MOQUEGUA,familia,
1363,37.0,AVN,PUNO,familia,
1364,39.0,AVN,PUNO,familia,
1365,38.0,AVN,MOQUEGUA,familia,
1366,28.0,AVN,PUNO,familia,
1367,30.0,AVN,APURIMAC,familia,
1368,37.0,AVN,TACNA,familia,
1369,35.0,AVN,PUNO,familia,
1370,49.0,AVN,CUSCO,familia,
1371,45.0,AVN,PUNO,familia,
1372,38.0,AVN,CUSCO,familia,
1373,34.0,AVN,CAJAMARCA,familia,
1374,54.0,AVN,MOQUEGUA,familia,
1375,32.0,AVN,MOQUEGUA,familia,
1376,24.0,AVN,ANCASH,familia,
1377,33.0,AVN,TUMBES,familia,
1378,28.0,AVN,MOQUEGUA,familia,
1379,46.0,AVN,AREQUIPA,familia,
1380,31.0,AVN,PIURA,familia,
1381,50.0,AVN,MOQUEGUA,familia,
1382,54.0,AVN,SAN MARTIN,familia,
1383,33.0,AVN,PUNO,familia,
1384,33.0,AVN,MOQUEGUA,familia,
1385,32.0,AVN,MADRE DE DIOS,familia,
1386,33.0,AVN,ICA,familia,
1387,26.0,AVN,SAN MARTIN,familia,
1388,44.0,AVN,AREQUIPA,familia,
1389,38.0,AVN,MOQUEGUA,familia,
1390,45.0,AVN,MOQUEGUA,familia,
1391,25.0,AVN,SAN MARTIN,familia,
1392,39.0,AVN,AMAZONAS,familia,
1393,30.0,AVN,MOQUEGUA,familia,
1394,30.0,AVN,MOQUEGUA,familia,
1395,33.0,AVN,MOQUEGUA,familia,
1396,40.0,AVN,MOQUEGUA,familia,
1397,27.0,AVN,MOQUEGUA,familia,
1398,32.0,AVN,PUNO,familia,
1399,32.0,AVN,AREQUIPA,familia,
1400,36.0,AVN,MOQUEGUA,familia,
1401,41.0,AVN,MOQUEGUA,familia,
1402,38.0,AVN,MOQUEGUA,familia,
1403,30.0,AVN,MOQUEGUA,familia,
1404,30.0,AVN,MOQUEGUA,familia,
1405,31.0,AVN,MOQUEGUA,familia,
1406,29.0,AVN,MOQUEGUA,familia,
1407,43.0,AVN,HUANUCO,familia,
1408,47.0,AVN,MOQUEGUA,familia,
1409,38.0,AVN,AMAZONAS,familia,
1410,64.0,AVN,MOQUEGUA,familia,
1411,32.0,AVN,CALLAO,familia,
1412,45.0,AVN,PUNO,familia,
1413,28.0,AVN,CUSCO,familia,
1414,44.0,AVN,PUNO,familia,
1415,39.0,AVN,MOQUEGUA,familia,
1416,31.0,AVN,MOQUEGUA,familia,
1417,32.0,AVN,MOQUEGUA,familia,
1418,34.0,AVN,PUNO,familia,
1419,34.0,AVN,MOQUEGUA,familia,
1420,44.0,AVN,LA LIBERTAD,familia,
1421,35.0,AVN,LA LIBERTAD,familia,
1422,32.0,AVN,MOQUEGUA,familia,
1423,31.0,AVN,MOQUEGUA,familia,
1424,30.0,AVN,AREQUIPA,familia,
1425,31.0,AVN,MOQUEGUA,familia,
1426,33.0,AVN,SAN MARTIN,familia,
1427,30.0,AVN,MOQUEGUA,familia,
1428,45.0,AVN,MOQUEGUA,familia,
1429,33.0,AVN,MOQUEGUA,familia,
1430,38.0,AVN,MOQUEGUA,familia,
1431,26.0,AVN,PUNO,familia,
1432,23.0,AVN,MOQUEGUA,familia,
1433,40.0,AVN,MOQUEGUA,familia,
1434,24.0,AVN,SAN MARTIN,familia,
1435,25.0,AVN,PUNO,familia,
1436,29.0,AVN,MOQUEGUA,familia,
1437,48.0,AVN,TACNA,familia,
1438,30.0,AVN,TACNA,familia,
1439,29.0,AVN,PUNO,familia,
1440,53.0,AVN,MOQUEGUA,familia,
1441,31.0,AVN,HUANCAVELICA,familia,
1442,29.0,AVN,HUANUCO,familia,
1443,37.0,AVN,MOQUEGUA,familia,
1444,34.0,AVN,MOQUEGUA,familia,
1445,33.0,AVN,PUNO,familia,
1446,33.0,AVN,MOQUEGUA,familia,
1447,32.0,AVN,CUSCO,familia,
1448,36.0,AVN,MOQUEGUA,familia,
1449,28.0,AVN,MOQUEGUA,familia,
1450,45.0,AVN,TUMBES,familia,
1451,47.0,AVN,MOQUEGUA,familia,
1452,31.0,AVN,MOQUEGUA,familia,
1453,29.0,AVN,MOQUEGUA,familia,
1454,30.0,AVN,TUMBES,familia,
1455,47.0,AVN,APURIMAC,familia,
1456,27.0,AVN,CALLAO,familia,
1457,43.0,AVN,MOQUEGUA,familia,
1458,30.0,AVN,MOQUEGUA,familia,
1459,64.0,AVN,PUNO,familia,
1460,30.0,AVN,MOQUEGUA,familia,
1461,43.0,AVN,ICA,familia,
1462,53.0,AVN,MOQUEGUA,familia,
1463,31.0,AVN,PUNO,familia,
1464,41.0,AVN,AREQUIPA,familia,
1465,33.0,AVN,PUNO,familia,
1466,31.0,AVN,LAMBAYEQUE,familia,
1467,33.0,AVN,MOQUEGUA,familia,
1468,30.0,AVN,MOQUEGUA,familia,
1469,39.0,AVN,PUNO,familia,
1470,35.0,AVN,AREQUIPA,familia,
1471,36.0,AVN,MOQUEGUA,familia,
1472,62.0,AVN,MOQUEGUA,familia,
1473,25.0,AVN,LIMA,familia,
1474,43.0,AVN,PUNO,familia,
1475,27.0,AVN,MOQUEGUA,familia,
1476,28.0,AVN,AREQUIPA,familia,
1477,56.0,AVN,LA LIBERTAD,familia,
1478,30.0,AVN,PUNO,familia,
1479,25.0,AVN,MOQUEGUA,familia,
1480,33.0,AVN,MOQUEGUA,familia,
1481,49.0,AVN,MOQUEGUA,familia,
1482,34.0,AVN,PUNO,familia,
1483,45.0,AVN,MOQUEGUA,familia,
1484,31.0,AVN,MOQUEGUA,familia,
1485,56.0,AVN,PIURA,familia,
1486,30.0,AVN,TUMBES,familia,
1487,41.0,AVN,MOQUEGUA,familia,
1488,41.0,AVN,TUMBES,familia,
1489,38.0,AVN,MOQUEGUA,familia,
1490,47.0,AVN,MOQUEGUA,familia,
1491,29.0,AVN,SAN MARTIN,familia,
1492,27.0,AVN,MOQUEGUA,familia,
1493,34.0,AVN,MOQUEGUA,familia,
1494,40.0,AVN,MOQUEGUA,familia,
1495,36.0,AVN,MOQUEGUA,familia,
1496,32.0,AVN,AREQUIPA,familia,
1497,22.0,AVN,TUMBES,familia,
1498,40.0,AVN,AREQUIPA,familia,
1499,35.0,AVN,AREQUIPA,familia,
1500,47.0,AVN,LIMA,familia,
1501,54.0,AVN,TACNA,familia,
1502,44.0,AVN,PUNO,familia,
1503,38.0,AVN,PUNO,familia,
1504,29.0,AVN,MOQUEGUA,familia,
1505,31.0,AVN,MOQUEGUA,familia,
1506,36.0,AVN,PUNO,familia,
1507,47.0,AVN,PUNO,familia,
1508,28.0,AVN,MOQUEGUA,familia,
1509,46.0,AVN,MOQUEGUA,familia,
1510,37.0,AVN,PUNO,familia,
1511,37.0,AVN,CUSCO,familia,
1512,28.0,AVN,AREQUIPA,familia,
1513,26.0,AVN,PUNO,familia,
1514,32.0,AVN,HUANUCO,familia,
1515,35.0,AVN,MOQUEGUA,familia,
1516,37.0,AVN,UCAYALI,familia,
1517,38.0,AVN,PUNO,familia,
1518,44.0,AVN,MOQUEGUA,familia,
1519,39.0,AVN,MOQUEGUA,familia,
1520,52.0,AVN,PUNO,familia,
1521,56.0,AVN,MOQUEGUA,familia,
1522,39.0,AVN,MOQUEGUA,familia,
1523,27.0,AVN,MOQUEGUA,familia,
1524,38.0,AVN,AREQUIPA,familia,
1525,41.0,AVN,MOQUEGUA,familia,
1526,52.0,AVN,PUNO,familia,
1527,29.0,AVN,AREQUIPA,familia,
1528,25.0,AVN,MOQUEGUA,familia,
1529,33.0,AVN,PUNO,familia,
1530,42.0,AVN,LIMA,familia,
1531,44.0,AVN,AREQUIPA,familia,
1532,51.0,AVN,SAN MARTIN,familia,
1533,28.0,AVN,MOQUEGUA,familia,
1534,21.0,AVN,MOQUEGUA,familia,
1535,32.0,AVN,MOQUEGUA,familia,
1536,40.0,AVN,PIURA,familia,
1537,33.0,AVN,MOQUEGUA,familia,
1538,48.0,AVN,PUNO,familia,
1539,39.0,AVN,MOQUEGUA,familia,
1540,55.0,AVN,CUSCO,familia,
1541,35.0,AVN,CUSCO,familia,
1542,46.0,AVN,PUNO,familia,
1543,37.0,AVN,MOQUEGUA,familia,
1544,32.0,AVN,PUNO,familia,
1545,38.0,AVN,CAJAMARCA,familia,
1546,32.0,AVN,PIURA,familia,
1547,44.0,AVN,CUSCO,familia,
1548,42.0,AVN,LA LIBERTAD,familia,
1549,30.0,AVN,PUNO,familia,
1550,32.0,AVN,AREQUIPA,familia,
1551,37.0,AVN,MOQUEGUA,familia,
1552,40.0,AVN,LIMA,familia,
1553,28.0,AVN,MOQUEGUA,familia,
1554,36.0,AVN,PUNO,familia,
1555,39.0,AVN,HUANUCO,familia,
1556,39.0,AVN,TUMBES,familia,
1557,35.0,AVN,SAN MARTIN,familia,
1558,40.0,AVN,PUNO,familia,
1559,23.0,AVN,MOQUEGUA,familia,
1560,37.0,AVN,MOQUEGUA,familia,
1561,43.0,AVN,SAN MARTIN,familia,
1562,37.0,AVN,SAN MARTIN,familia,
1563,40.0,AVN,PUNO,familia,
1564,27.0,AVN,CALLAO,familia,
1565,25.0,AVN,MOQUEGUA,familia,
1566,40.0,AVN,LAMBAYEQUE,familia,
1567,45.0,AVN,TUMBES,familia,
1568,32.0,AVN,PUNO,familia,
1569,39.0,AVN,HUANUCO,familia,
1570,35.0,AVN,PUNO,familia,
1571,51.0,AVN,PUNO,familia,
1572,28.0,AVN,PUNO,familia,
1573,39.0,AVN,AREQUIPA,familia,
1574,46.0,AVN,CUSCO,familia,
1575,30.0,AVN,PIURA,familia,
1576,26.0,AVN,APURIMAC,familia,
1577,29.0,AVN,MOQUEGUA,familia,
1578,34.0,AVN,MOQUEGUA,familia,
1579,29.0,AVN,PUNO,familia,
1580,68.0,AVN,MOQUEGUA,familia,
1581,41.0,AVN,AREQUIPA,familia,
1582,30.0,AVN,PUNO,familia,
1583,30.0,AVN,SAN MARTIN,familia,
1584,33.0,AVN,MOQUEGUA,familia,
1585,28.0,AVN,AREQUIPA,familia,
1586,36.0,AVN,MOQUEGUA,familia,
1587,26.0,AVN,SAN MARTIN,familia,
1588,32.0,AVN,PUNO,familia,
1589,28.0,AVN,MADRE DE DIOS,familia,
1590,36.0,AVN,PUNO,familia,
1591,38.0,AVN,TACNA,familia,
1592,32.0,AVN,PUNO,familia,
1593,28.0,AVN,ICA,familia,
1594,64.0,AVN,PIURA,familia,
1595,26.0,AVN,PIURA,familia,
1596,48.0,AVN,CALLAO,familia,
1597,32.0,AVN,TUMBES,familia,
1598,24.0,AVN,TACNA,familia,
1599,36.0,AVN,MOQUEGUA,familia,
1600,42.0,AVN,MOQUEGUA,familia,
1601,26.0,AVN,PUNO,familia,
1602,28.0,AVN,PIURA,familia,
1603,30.0,AVN,MOQUEGUA,familia,
1604,31.0,AVN,MOQUEGUA,familia,
1605,26.0,AVN,MOQUEGUA,familia,
1606,43.0,AVN,MOQUEGUA,familia,
1607,31.0,AVN,MOQUEGUA,familia,
1608,26.0,AVN,MOQUEGUA,familia,
1609,30.0,AVN,MOQUEGUA,familia,
1610,33.0,AVN,PUNO,familia,
1611,44.0,AVN,PUNO,familia,
1612,43.0,AVN,PUNO,familia,
1613,47.0,AVN,PUNO,familia,
1614,38.0,AVN,MOQUEGUA,familia,
1615,46.0,AVN,PUNO,familia,
1616,21.0,AVN,SAN MARTIN,familia,
1617,27.0,AVN,LIMA,familia,
1618,25.0,AVN,MOQUEGUA,familia,
1619,33.0,AVN,PUNO,familia,
1620,44.0,AVN,MOQUEGUA,familia,
1621,35.0,AVN,AREQUIPA,familia,
1622,24.0,AVN,MOQUEGUA,familia,
1623,24.0,AVN,SAN MARTIN,familia,
1624,37.0,AVN,PUNO,familia,
1625,45.0,AVN,PUNO,familia,
1626,62.0,AVN,PUNO,familia,
1627,48.0,AVN,ICA,familia,
1628,36.0,AVN,MOQUEGUA,familia,
1629,28.0,AVN,MOQUEGUA,familia,
1630,32.0,AVN,ICA,familia,
1631,69.0,AVN,PUNO,familia,
1632,37.0,AVN,PUNO,familia,
1633,39.0,AVN,MOQUEGUA,familia,
1634,31.0,AVN,PUNO,familia,
1635,63.0,AVN,CALLAO,familia,
1636,46.0,AVN,MOQUEGUA,familia,
1637,32.0,AVN,MOQUEGUA,familia,
1638,25.0,AVN,SAN MARTIN,familia,
1639,52.0,AVN,MOQUEGUA,familia,
1640,34.0,AVN,SAN MARTIN,familia,
1641,31.0,AVN,MOQUEGUA,familia,
1642,29.0,AVN,LIMA,familia,
1643,23.0,AVN,PUNO,familia,
1644,33.0,AVN,PUNO,familia,
1645,31.0,AVN,MOQUEGUA,familia,
1646,33.0,AVN,PUNO,familia,
1647,47.0,AVN,LAMBAYEQUE,familia,
1648,27.0,AVN,MOQUEGUA,familia,
1649,44.0,AVN,PUNO,familia,
1650,44.0,AVN,MOQUEGUA,familia,
1651,57.0,AVN,MOQUEGUA,familia,
1652,50.0,AVN,AREQUIPA,familia,
1653,46.0,AVN,MOQUEGUA,familia,
1654,33.0,AVN,MOQUEGUA,familia,
1655,34.0,AVN,MOQUEGUA,familia,
1656,26.0,AVN,PUNO,familia,
1657,32.0,AVN,SAN MARTIN,familia,
1658,42.0,AVN,MOQUEGUA,familia,
1659,39.0,AVN,PUNO,familia,
1660,39.0,AVN,MOQUEGUA,familia,
1661,30.0,AVN,MOQUEGUA,familia,
1662,29.0,AVN,PUNO,familia,
1663,53.0,AVN,MOQUEGUA,familia,
1664,52.0,AVN,MOQUEGUA,familia,
1665,31.0,AVN,MOQUEGUA,familia,
1666,27.0,AVN,MOQUEGUA,familia,
1667,30.0,AVN,UCAYALI,familia,
1668,37.0,AVN,MOQUEGUA,familia,
1669,34.0,AVN,LAMBAYEQUE,familia,
1670,31.0,AVN,MOQUEGUA,familia,
1671,30.0,AVN,LIMA,familia,
1672,43.0,AVN,MOQUEGUA,familia,
1673,31.0,AVN,PUNO,familia,
1674,26.0,AVN,LIMA,familia,
1675,28.0,AVN,LIMA,familia,
1676,41.0,AVN,PUNO,familia,
1677,41.0,AVN,PUNO,familia,
1678,49.0,AVN,MOQUEGUA,familia,
1679,41.0,AVN,LAMBAYEQUE,familia,
1680,44.0,AVN,SAN MARTIN,familia,
1681,37.0,AVN,PUNO,familia,
1682,43.0,AVN,LAMBAYEQUE,familia,
1683,38.0,AVN,AREQUIPA,familia,
1684,36.0,AVN,MOQUEGUA,familia,
1685,36.0,AVN,ICA,familia,
1686,33.0,AVN,MOQUEGUA,familia,
1687,34.0,AVN,PUNO,familia,
1688,27.0,AVN,MOQUEGUA,familia,
1689,31.0,AVN,AREQUIPA,familia,
1690,32.0,AVN,PIURA,familia,
1691,24.0,AVN,TUMBES,familia,
1692,26.0,AVN,PUNO,familia,
1693,33.0,AVN,MOQUEGUA,familia,
1694,35.0,AVN,PUNO,familia,
1695,22.0,AVN,PIURA,familia,
1696,40.0,AVN,MOQUEGUA,familia,
1697,35.0,AVN,MOQUEGUA,familia,
1698,32.0,AVN,PUNO,familia,
1699,53.0,AVN,LAMBAYEQUE,familia,
1700,38.0,AVN,MOQUEGUA,familia,
1701,46.0,AVN,LIMA,familia,
1702,42.0,AVN,SAN MARTIN,familia,
1703,37.0,AVN,AREQUIPA,familia,
1704,26.0,AVN,SAN MARTIN,familia,
1705,31.0,AVN,AREQUIPA,familia,
1706,57.0,AVN,MOQUEGUA,familia,
1707,26.0,AVN,PUNO,familia,
1708,41.0,AVN,PUNO,familia,
1709,28.0,AVN,MOQUEGUA,familia,
1710,36.0,AVN,SAN MARTIN,familia,
1711,78.0,AVN,LAMBAYEQUE,familia,
1712,27.0,AVN,MOQUEGUA,familia,
1713,28.0,AVN,PIURA,familia,
1714,33.0,AVN,TACNA,familia,
1715,49.0,AVN,AREQUIPA,familia,
1716,34.0,AVN,ANCASH,familia,
1717,42.0,AVN,SAN MARTIN,familia,
1718,56.0,AVN,SAN MARTIN,familia,
1719,44.0,AVN,MOQUEGUA,familia,
1720,25.0,AVN,PUNO,familia,
1721,30.0,AVN,CUSCO,familia,
1722,28.0,AVN,MOQUEGUA,familia,
1723,32.0,AVN,AREQUIPA,familia,
1724,39.0,AVN,PUNO,familia,
1725,26.0,AVN,MOQUEGUA,familia,
1726,43.0,AVN,PUNO,familia,
1727,49.0,AVN,MOQUEGUA,familia,
1728,62.0,AVN,LAMBAYEQUE,familia,
1729,34.0,AVN,AREQUIPA,familia,
1730,31.0,AVN,MOQUEGUA,familia,
1731,38.0,AVN,MOQUEGUA,familia,
1732,26.0,AVN,MOQUEGUA,familia,
1733,34.0,AVN,TUMBES,familia,
1734,32.0,AVN,MOQUEGUA,familia,
1735,37.0,AVN,LAMBAYEQUE,familia,
1736,31.0,AVN,MOQUEGUA,familia,
1737,40.0,AVN,MOQUEGUA,familia,
1738,30.0,AVN,MOQUEGUA,familia,
1739,47.0,AVN,LIMA,familia,
1740,26.0,AVN,MOQUEGUA,familia,
1741,56.0,AVN,TUMBES,familia,
1742,34.0,AVN,MADRE DE DIOS,familia,
1743,50.0,AVN,AREQUIPA,familia,
1744,60.0,AVN,TACNA,familia,
1745,31.0,AVN,MOQUEGUA,familia,
1746,26.0,AVN,AMAZONAS,familia,
1747,42.0,AVN,LAMBAYEQUE,familia,
1748,34.0,AVN,PUNO,familia,
1749,32.0,AVN,LAMBAYEQUE,familia,
1750,36.0,AVN,LA LIBERTAD,familia,
1751,30.0,AVN,SAN MARTIN,familia,
1752,29.0,AVN,SAN MARTIN,familia,
1753,48.0,AVN,ICA,familia,
1754,29.0,AVN,MOQUEGUA,familia,
1755,35.0,AVN,PIURA,familia,
1756,27.0,AVN,SAN MARTIN,familia,
1757,23.0,AVN,SAN MARTIN,familia,
1758,30.0,AVN,AYACUCHO,familia,
1759,40.0,AVN,SAN MARTIN,familia,
1760,59.0,AVN,SAN MARTIN,familia,
1761,28.0,AVN,MOQUEGUA,familia,
1762,31.0,AVN,CUSCO,familia,
1763,33.0,AVN,MOQUEGUA,familia,
1764,23.0,AVN,LIMA,familia,
1765,36.0,AVN,PUNO,familia,
1766,29.0,AVN,LA LIBERTAD,familia,
1767,40.0,AVN,MOQUEGUA,familia,
1768,43.0,AVN,SAN MARTIN,familia,
1769,48.0,AVN,AREQUIPA,familia,
1770,58.0,AVN,MOQUEGUA,familia,
1771,26.0,AVN,MOQUEGUA,familia,
1772,47.0,AVN,MOQUEGUA,familia,
1773,40.0,AVN,PUNO,familia,
1774,44.0,AVN,LA LIBERTAD,familia,
1775,55.0,AVN,SAN MARTIN,familia,
1776,66.0,AVN,TUMBES,familia,
1777,59.0,AVN,SAN MARTIN,familia,
1778,36.0,AVN,MOQUEGUA,familia,
1779,24.0,AVN,SAN MARTIN,familia,
1780,21.0,AVN,SAN MARTIN,familia,
1781,32.0,AVN,LIMA,familia,
1782,64.0,AVN,LIMA,familia,
1783,56.0,AVN,LIMA,familia,
1784,66.0,AVN,TACNA,familia,
1785,51.0,AVN,MOQUEGUA,familia,
1786,27.0,AVN,PIURA,familia,
1787,33.0,AVN,LIMA,familia,
1788,49.0,AVN,ANCASH,familia,
1789,22.0,AVN,PIURA,familia,
1790,51.0,AVN,TACNA,familia,
1791,42.0,AVN,CUSCO,familia,
1792,31.0,AVN,MOQUEGUA,familia,
1793,27.0,AVN,MOQUEGUA,familia,
1794,46.0,AVN,MOQUEGUA,familia,
1795,34.0,AVN,MOQUEGUA,familia,
1796,22.0,AVN,PUNO,familia,
1797,28.0,AVN,TUMBES,familia,
1798,30.0,AVN,MOQUEGUA,familia,
1799,48.0,AVN,MOQUEGUA,familia,
1800,35.0,AVN,MOQUEGUA,familia,
1801,35.0,AVN,MOQUEGUA,familia,
1802,63.0,AVN,LAMBAYEQUE,familia,
1803,28.0,AVN,MOQUEGUA,familia,
1804,30.0,AVN,MOQUEGUA,familia,
1805,32.0,AVN,MOQUEGUA,familia,
1806,53.0,AVN,AYACUCHO,familia,
1807,33.0,AVN,LIMA,familia,
1808,43.0,AVN,MOQUEGUA,familia,
1809,31.0,AVN,TUMBES,familia,
1810,45.0,AVN,MOQUEGUA,familia,
1811,36.0,AVN,MOQUEGUA,familia,
1812,46.0,AVN,PUNO,familia,
1813,22.0,AVN,LA LIBERTAD,familia,
1814,47.0,AVN,CUSCO,familia,
1815,25.0,AVN,CUSCO,familia,
1816,32.0,AVN,MOQUEGUA,familia,
1817,32.0,AVN,MOQUEGUA,familia,
1818,56.0,AVN,PUNO,familia,
1819,27.0,AVN,PUNO,familia,
1820,48.0,AVN,PUNO,familia,
1821,53.0,AVN,LIMA,familia,
1822,45.0,AVN,CAJAMARCA,familia,
1823,41.0,AVN,LAMBAYEQUE,familia,
1824,47.0,AVN,CALLAO,familia,
1825,54.0,AVN,ICA,familia,
1826,29.0,AVN,MOQUEGUA,familia,
1827,38.0,AVN,LIMA,familia,
1828,61.0,AVN,TACNA,familia,
1829,29.0,AVN,CAJAMARCA,familia,
1830,30.0,AVN,PUNO,familia,
1831,24.0,AVN,TUMBES,familia,
1832,36.0,AVN,LAMBAYEQUE,familia,
1833,21.0,AVN,MOQUEGUA,familia,
1834,44.0,AVN,PUNO,familia,
1835,43.0,AVN,LA LIBERTAD,familia,
1836,30.0,AVN,LA LIBERTAD,familia,
1837,29.0,AVN,MOQUEGUA,familia,
1838,41.0,AVN,MOQUEGUA,familia,
1839,27.0,AVN,SAN MARTIN,familia,
1840,33.0,AVN,ANCASH,familia,
1841,28.0,AVN,SAN MARTIN,familia,
1842,30.0,AVN,MOQUEGUA,familia,
1843,42.0,AVN,PIURA,familia,
1844,42.0,AVN,ICA,familia,
1845,70.0,AVN,MOQUEGUA,familia,
1846,26.0,AVN,MOQUEGUA,familia,
1847,33.0,AVN,LIMA,familia,
1848,21.0,AVN,PUNO,familia,
1849,46.0,AVN,PUNO,familia,
1850,23.0,AVN,AREQUIPA,familia,
1851,36.0,AVN,MOQUEGUA,familia,
1852,44.0,AVN,PUNO,familia,
1853,54.0,AVN,PUNO,familia,
1854,31.0,AVN,MOQUEGUA,familia,
1855,50.0,AVN,MOQUEGUA,familia,
1856,40.0,AVN,MOQUEGUA,familia,
1857,35.0,AVN,MOQUEGUA,familia,
1858,23.0,AVN,SAN MARTIN,familia,
1859,35.0,AVN,LIMA,familia,
1860,49.0,AVN,AMAZONAS,familia,
1861,43.0,AVN,LIMA,familia,
1862,29.0,AVN,PUNO,familia,
1863,47.0,AVN,SAN MARTIN,familia,
1864,30.0,AVN,LA LIBERTAD,familia,
1865,23.0,AVN,CAJAMARCA,familia,
1866,33.0,AVN,CAJAMARCA,familia,
1867,43.0,AVN,LIMA,familia,
1868,28.0,AVN,LIMA,familia,
1869,34.0,AVN,CAJAMARCA,familia,
1870,45.0,AVN,CAJAMARCA,familia,
1871,27.0,AVN,SAN MARTIN,familia,
1872,27.0,AVN,PIURA,familia,
1873,27.0,AVN,TACNA,familia,
1874,42.0,AVN,TACNA,familia,
1875,33.0,AVN,LIMA,familia,
1876,27.0,AVN,CAJAMARCA,familia,
1877,75.0,AVN,LA LIBERTAD,familia,
1878,47.0,AVN,MOQUEGUA,familia,
1879,37.0,AVN,MOQUEGUA,familia,
1880,37.0,AVN,SAN MARTIN,familia,
1881,43.0,AVN,MOQUEGUA,familia,
1882,58.0,AVN,PASCO,familia,
1883,28.0,AVN,LA LIBERTAD,familia,
1884,28.0,AVN,SAN MARTIN,familia,
1885,34.0,AVN,SAN MARTIN,familia,
1886,30.0,AVN,SAN MARTIN,familia,
1887,36.0,AVN,LIMA,familia,
1888,37.0,AVN,LIMA,familia,
1889,27.0,AVN,SAN MARTIN,familia,
1890,71.0,AVN,LAMBAYEQUE,familia,
1891,26.0,AVN,SAN MARTIN,familia,
1892,34.0,AVN,MOQUEGUA,familia,
1893,34.0,AVN,PUNO,familia,
1894,56.0,AVN,CAJAMARCA,familia,
1895,29.0,AVN,SAN MARTIN,familia,
1896,34.0,AVN,PUNO,familia,
1897,32.0,AVN,LA LIBERTAD,familia,
